"DATE","TIME","SYS","QMGR","JOBNAME","USERID","QUEUE","TYPE","COUNT","SizeMax","SizeMin","SizeTot","ToQMax","ToQMin","ToQAvg","ToQTot","StrName"
2019115,17:39:00,"A1","MQHR","MQHRCHIN","WMQCHIN","MQTD.1","GET",60,480,480,28800,0.001697,0.000172,0.000357,0.021420,APLEX01
2019115,17:39:00,"A1","MQHR","MQHRCHIN","WMQCHIN","QL.LOOPBACK","PUT",60,52,52,3120,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.PRD.REQ","PUT",128,3818,3818,488704,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.EG701.ESB.REQ","GET",128,52,52,6656,0.024853,0.000128,0.001326,0.169728,APLEX01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.EXBK0001.ESB.OWD","GET",10,326143,326143,3261430,10.286940,4.627832,7.697302,76.973020,APLEX01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP02.PRD.RSP","PUT",51,1505,1503,76656,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP02.PRD.REQ","GET",51,1195,1195,60945,0.253984,0.013682,0.099117,5.054967,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.OLTP.ESB.RSP","PUT",115,4300,4298,494273,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.OLTP01.PRD.RSP","GET",115,1505,1503,172848,0.003745,0.000351,0.000831,0.095565,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.RSP","PUT",11,1505,1503,16535,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.REQ","GET",11,1195,1195,13145,0.142764,0.029515,0.070752,0.778272,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.PRD.REQ","PUT",128,3818,3818,488704,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.EG701.ESB.REQ","GET",128,52,52,6656,0.018116,0.000111,0.001045,0.133760,APLEX01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.PRD.REQ","PUT",130,3818,3818,496340,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.EG701.ESB.REQ","GET",130,52,52,6760,0.045969,0.000133,0.001285,0.167050,APLEX01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.EXBK0001.ESB.OWD","GET",10,326143,326143,3261430,10.333483,4.450701,7.653187,76.531870,APLEX01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.EX06.PRD.OWD","PUT",295,1731,1729,510425,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP06.PRD.RSP","PUT",59,1709,1707,100787,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP06.PRD.REQ","GET",59,1401,1401,82659,0.242229,0.014665,0.110386,6.512774,APLIR01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.PRD.REQ","PUT",129,3818,3818,492522,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.EG701.ESB.REQ","GET",129,52,52,6708,0.018273,0.000129,0.000794,0.102426,APLEX01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4254,4254,255240,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.PRD.REQ","PUT",130,3818,3818,496340,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.EG701.ESB.REQ","GET",130,52,52,6760,0.009704,0.000195,0.000890,0.115700,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.EXCH.ESB.OWD","PUT",238,3659,3657,870636,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.EX06.PRD.OWD","GET",238,1731,1729,411772,0.166184,0.001687,0.050755,12.079690,APLEX01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.EX06.PRD.OWD","PUT",285,1731,1729,493025,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP06.PRD.RSP","PUT",57,1709,1707,97351,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP06.PRD.REQ","GET",57,1401,1401,79857,0.241511,0.011995,0.109458,6.239106,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP01.PRD.RSP","PUT",56,1505,1503,84170,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP01.PRD.REQ","GET",56,1195,1195,66920,0.244868,0.025423,0.104431,5.848136,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.PRD.REQ","PUT",128,3818,3818,488704,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.EG701.ESB.REQ","GET",128,52,52,6656,0.020717,0.000104,0.001084,0.138752,APLEX01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP01.PRD.RSP","PUT",54,1505,1503,81165,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP01.PRD.REQ","GET",54,1195,1195,64530,0.252261,0.029569,0.103503,5.589162,APLIR01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.EXBK0001.ESB.OWD","GET",10,326143,326143,3261430,10.326641,4.488864,7.676303,76.763030,APLEX01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.EXBK0001.ESB.OWD","GET",10,326143,326143,3261430,10.609603,4.440789,7.721634,77.216340,APLEX01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP02.PRD.RSP","PUT",58,1505,1503,87177,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP02.PRD.REQ","GET",58,1195,1195,69310,0.256750,0.012250,0.100110,5.806380,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP01.PRD.RSP","PUT",51,1503,1503,76653,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP01.PRD.REQ","GET",51,1195,1195,60945,0.242622,0.026402,0.100189,5.109639,APLIR01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.EXBK0001.ESB.OWD","GET",10,326143,326143,3261430,10.348939,4.901494,7.671580,76.715800,APLEX01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.PRD.REQ","PUT",132,3818,3818,503976,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.EG701.ESB.REQ","GET",132,52,52,6864,0.031414,0.000210,0.001155,0.152460,APLEX01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.EXBK0001.ESB.OWD","GET",10,326143,326143,3261430,10.596568,4.883695,7.784789,77.847890,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.EXCH.ESB.OWD","PUT",248,3659,3657,907208,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.EX06.PRD.OWD","GET",248,1731,1729,429064,0.156587,0.000783,0.051610,12.799280,APLEX01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.EX06.PRD.OWD","PUT",265,1731,1729,458495,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP06.PRD.RSP","PUT",53,1709,1707,90533,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP06.PRD.REQ","GET",53,1401,1401,74253,0.250668,0.015577,0.110702,5.867206,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.EXCH.ESB.OWD","PUT",231,3659,3657,845033,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.EX06.PRD.OWD","GET",231,1731,1729,399665,0.154599,0.001217,0.050549,11.676819,APLEX01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.PRD.REQ","PUT",127,3818,3818,484886,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.EG701.ESB.REQ","GET",127,52,52,6604,0.018724,0.000145,0.001123,0.142621,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.OLTP.ESB.RSP","PUT",121,4299,4298,520060,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.OLTP01.PRD.RSP","GET",121,1504,1503,181865,0.021875,0.000332,0.000991,0.119911,APLIR01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,100546,100546,6032760,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.PRD.REQ","PUT",125,3818,3818,477250,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.EG701.ESB.REQ","GET",125,52,52,6500,0.010166,0.000184,0.000779,0.097375,APLEX01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP02.PRD.RSP","PUT",61,1504,1503,91685,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP02.PRD.REQ","GET",61,1195,1195,72895,0.253304,0.012694,0.099426,6.064986,APLIR01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4254,4254,255240,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4254,4254,255240,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.RSP","PUT",14,1505,1503,21052,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.REQ","GET",14,1195,1195,16730,0.249537,0.014727,0.100984,1.413776,APLIR01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4254,4254,255240,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.EXCH.ESB.OWD","PUT",235,3659,3657,859649,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.EX06.PRD.OWD","GET",235,1731,1729,406569,0.148244,0.001163,0.051133,12.016255,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.PRD.REQ","PUT",126,3818,3818,481068,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.EG701.ESB.REQ","GET",126,52,52,6552,0.027288,0.000191,0.001203,0.151578,APLEX01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.EXBK0001.ESB.OWD","GET",10,326143,326143,3261430,10.363328,4.850318,7.703917,77.039170,APLEX01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,100546,100546,6032760,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.OLTP.ESB.RSP","PUT",190,4504,4502,855582,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.OLTP06.PRD.RSP","GET",190,1709,1707,324532,0.032636,0.001887,0.007806,1.483140,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.RSP","PUT",20,1505,1503,30064,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.REQ","GET",20,1195,1195,23900,0.250308,0.017125,0.105369,2.107380,APLIR01
2019115,17:39:00,"A1","MQH1","BTA1TB3","IBMUSER","QL.BATCH1","PUT",60,27,27,1620,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.EX06.PRD.OWD","PUT",260,1731,1729,449880,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP06.PRD.RSP","PUT",52,1709,1707,88832,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP06.PRD.REQ","GET",52,1401,1401,72852,0.238580,0.015516,0.112784,5.864768,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.EXCH.ESB.OWD","PUT",233,3659,3657,852357,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.EX06.PRD.OWD","GET",233,1731,1729,403133,0.160216,0.001930,0.051094,11.904902,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.EXCH.ESB.OWD","PUT",232,3659,3657,848668,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.EX06.PRD.OWD","GET",232,1731,1729,401372,0.166126,0.000962,0.051165,11.870280,APLEX01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP01.PRD.RSP","PUT",60,1504,1503,90181,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP01.PRD.REQ","GET",60,1195,1195,71700,0.243088,0.027289,0.100204,6.012240,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP01.PRD.RSP","PUT",57,1505,1503,85673,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP01.PRD.REQ","GET",57,1195,1195,68115,0.238724,0.014252,0.099071,5.647047,APLIR01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,100546,100546,6032760,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.PRD.REQ","PUT",134,3818,3818,511612,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.EG701.ESB.REQ","GET",134,52,52,6968,0.062510,0.000125,0.001450,0.194300,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.OLTP.ESB.RSP","PUT",114,4300,4298,489978,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.OLTP02.PRD.RSP","GET",114,1505,1503,171348,0.004141,0.000320,0.000927,0.105678,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.EX06.PRD.OWD","PUT",310,1731,1729,536410,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP06.PRD.RSP","PUT",62,1709,1707,105918,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP06.PRD.REQ","GET",62,1401,1401,86862,0.239670,0.013411,0.109267,6.774554,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.EXCH.ESB.OWD","PUT",235,3659,3657,859653,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.EX06.PRD.OWD","GET",235,1731,1729,406573,0.162637,0.001327,0.052811,12.410585,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.EXCH.ESB.OWD","PUT",241,3659,3657,881623,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.EX06.PRD.OWD","GET",241,1731,1729,416975,0.147973,0.001546,0.050950,12.278950,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.OLTP.ESB.RSP","PUT",113,4300,4298,485678,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.OLTP02.PRD.RSP","GET",113,1505,1503,169843,0.006094,0.000323,0.000949,0.107237,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.PRD.REQ","PUT",719,3818,3815,2745136,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.EG201.ESB.REQ","GET",719,52,52,37388,0.011235,0.000101,0.000298,0.214262,APLEX01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.RSP","PUT",14,1505,1503,21050,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.REQ","GET",14,1195,1195,16730,0.138175,0.019389,0.069692,0.975688,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.OLTP.ESB.RSP","PUT",118,4300,4298,507167,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.OLTP01.PRD.RSP","GET",118,1505,1503,177357,0.003919,0.000314,0.000919,0.108442,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP02.PRD.RSP","PUT",67,1503,1503,100701,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP02.PRD.REQ","GET",67,1195,1195,80065,0.266731,0.014423,0.107034,7.171278,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.RSP","PUT",2,1503,1503,3006,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.REQ","GET",2,1195,1195,2390,0.051195,0.023364,0.037280,0.074560,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.PRD.REQ","PUT",128,3818,3818,488704,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.EG701.ESB.REQ","GET",128,52,52,6656,0.018541,0.000181,0.000805,0.103040,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.EXCH.ESB.OWD","PUT",235,3659,3657,859679,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.EX06.PRD.OWD","GET",235,1731,1729,406599,0.150013,0.000962,0.051967,12.212245,APLEX01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.OLTP.ESB.RSP","PUT",109,4299,4298,468485,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.OLTP02.PRD.RSP","GET",109,1504,1503,163830,0.003332,0.000380,0.000874,0.095266,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.OLTP.ESB.RSP","PUT",113,4300,4298,485682,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.OLTP02.PRD.RSP","GET",113,1505,1503,169847,0.004504,0.000342,0.000873,0.098649,APLIR01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.RSP","PUT",9,1505,1503,13535,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.REQ","GET",9,1195,1195,10755,0.234248,0.017795,0.110800,0.997200,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.PRD.REQ","PUT",128,3818,3815,488701,,,,,APLEX01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.SQLRATE.EG701.ESB.REQ","GET",128,52,52,6656,0.018864,0.000127,0.000878,0.112384,APLEX01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.EXBK0001.ESB.OWD","GET",10,326143,326143,3261430,10.501878,4.466081,7.652852,76.528520,APLEX01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4254,4254,255240,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.OLTP.ESB.RSP","PUT",186,4504,4502,837590,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.OLTP06.PRD.RSP","GET",186,1709,1707,317720,0.036278,0.001762,0.007533,1.401138,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.RSP","PUT",25,1505,1503,37585,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP03.PRD.REQ","GET",25,1195,1195,29875,0.232095,0.012983,0.084415,2.110375,APLIR01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4048,4048,242880,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP02.PRD.RSP","PUT",63,1503,1503,94689,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP02.PRD.REQ","GET",63,1195,1195,75285,0.244708,0.014092,0.099014,6.237882,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP01.PRD.RSP","PUT",56,1503,1503,84168,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP01.PRD.REQ","GET",56,1195,1195,66920,0.242130,0.025764,0.103014,5.768784,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP01.PRD.RSP","PUT",50,1503,1503,75150,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","ANS111S","ANSRU1","QL.ANGEL.APL.OLTP01.PRD.REQ","GET",50,1195,1195,59750,0.243100,0.028668,0.097096,4.854800,APLIR01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.EXBK0001.ESB.OWD","GET",10,326143,326143,3261430,10.302455,4.770126,7.708763,77.087630,APLEX01
2019115,17:39:00,"A1","MQH1","MQH1CHIN","WMQCHIN","QL.ANGEL.APL.OLTP.ESB.REQ","PUT",60,4254,4254,255240,,,,,APLIR01
2019115,17:39:00,"A1","MQH1","MBMQH1","MBMQH1","QL.ANGEL.APL.OLTP.ESB.RSP","PUT",183,4504,4502,824058,,,,,APLIR01
